generation	Nc	average_age	max_age
179800	7438	3.88801	39
179850	7458	3.99061	44
179900	7532	4.01992	35
179950	7482	3.90871	41
180000	85	4.41176	18
180005	93	3.53763	23
180010	99	3.66667	19
180015	95	3.54737	19
180020	95	3.64211	19
180025	103	4.13592	20
180030	100	3.98	21
180035	103	3.66019	26
180040	100	4.03	24
180045	96	3.69792	18
180050	104	3.47115	16
180100	103	4.25243	28
180150	97	3.05155	18
180200	99	3.75758	26
180250	95	3.87368	21
180300	119	3.42017	23
180350	98	4.89796	25
180400	96	4.42708	26
180450	92	4.20652	23
180500	102	3.97059	30
180550	112	4.75893	28
180600	102	3.83333	17
180650	89	3.64045	22
180700	95	3.94737	14
180750	110	3.35455	24
180800	96	3.57292	19
180850	93	4.26882	27
180900	94	3.58511	20
180950	97	4.04124	32
181000	94	4.53191	25
181050	108	4.16667	23
181100	97	2.85567	17
181150	92	3.61957	18
181200	112	3.38393	29
181250	100	3.57	18
181300	106	4.28302	18
181350	101	3.72277	22
181400	97	5.42268	31
181450	82	4.70732	21
181500	91	4.04396	17
181550	108	3.58333	17
181600	103	3.36893	18
181650	111	4.34234	27
181700	99	3.27273	19
181750	95	4.26316	19
181800	105	3.70476	17
181850	103	3.98058	19
181900	98	3.85714	19
181950	112	3.78571	15
182000	93	3.60215	20
182050	101	3.79208	27
182100	90	4.05556	21
182150	101	3.60396	33
182200	98	3.70408	22
182250	100	3.98	16
182300	95	3.89474	20
182350	101	4.14851	26
182400	97	3.5567	18
182450	95	3.64211	15
182500	94	3.19149	15
182550	96	3.94792	24
182600	93	3.82796	24
182650	106	4.13208	21
182700	93	3.47312	15
182750	98	3.70408	22
182800	96	3.95833	25
182850	97	4.91753	27
182900	97	4.5567	24
182950	97	3.58763	26
183000	92	4.36957	28
183050	99	5.0202	21
183100	97	4.14433	32
183150	106	3.68868	27
183200	92	4.09783	30
183250	107	4.61682	19
183300	97	3.2268	14
183350	108	3.68519	22
183400	98	3.69388	16
183450	111	3.47748	14
183500	94	3.88298	16
183550	97	3.86598	30
183600	107	3.04673	16
183650	103	3.81553	21
183700	103	3.23301	15
183750	100	4.11	31
183800	106	3.67925	21
183850	99	4.74747	20
183900	92	5.3587	23
183950	103	4.3301	22
184000	99	3.50505	14
184050	108	3.18519	20
184100	102	3.55882	22
184150	94	4.01064	18
184200	104	4.13462	25
184250	99	3.66667	22
184300	95	4.50526	28
184350	95	4.05263	22
184400	97	4.64948	21
184450	94	4.71277	30
184500	106	3.76415	17
184550	99	4.06061	24
184600	101	3.77228	21
184650	101	4.17822	21
184700	91	3.62637	32
184750	96	4.84375	22
184800	107	3.72897	34
184850	90	4.04444	17
184900	107	3.5514	25
184950	100	3.35	21
185000	96	3.64583	16
185050	102	3.7549	21
185100	97	4.12371	20
185150	103	4.3301	16
185200	95	4.49474	18
185250	108	3.28704	17
185300	96	3.5	30
185350	110	4.84545	28
185400	110	4.22727	25
185450	99	3.58586	23
185500	102	3.29412	14
185550	96	3.66667	23
185600	97	4.5567	24
185650	94	4.31915	21
185700	102	3.80392	25
185750	103	4.00971	21
185800	95	3.8	17
185850	105	4.72381	29
185900	97	3.84536	23
185950	98	3.13265	16
186000	100	3.87	17
186050	91	4.61538	23
186100	103	4.73786	36
186150	89	3.8427	22
186200	104	4.34615	31
186250	96	4.4375	22
186300	89	4.67416	18
186350	97	4.21649	20
186400	104	3.20192	18
186450	100	3.93	14
186500	93	4.65591	27
186550	110	4.35455	25
186600	101	3.93069	27
186650	97	4.38144	16
186700	104	4.47115	27
186750	98	4.13265	20
186800	111	3.8018	20
186850	99	3.52525	21
186900	102	4.05882	25
186950	107	4.31776	25
187000	99	5.48485	32
187050	92	4.58696	22
187100	101	4.33663	26
187150	103	4.34951	24
187200	97	3.95876	22
187250	94	4.26596	19
187300	92	4.04348	22
187350	98	4.32653	24
187400	98	4.30612	22
187450	103	4.18447	21
187500	92	3.71739	23
187550	102	4.14706	18
187600	97	4.1134	22
187650	100	4	25
187700	97	4.09278	21
187750	100	3.59	20
187800	100	4.64	23
187850	89	3.79775	18
187900	97	3.78351	20
187950	98	3.53061	16
188000	95	3.21053	17
188050	96	4.23958	27
188100	97	4.18557	17
188150	92	4.11957	21
188200	96	3.44792	25
188250	119	3.92437	26
188300	108	3.86111	34
188350	101	4.44554	28
188400	109	4.81651	48
188450	103	4.03883	27
188500	101	3.64356	17
188550	100	4.1	22
188600	93	3.95699	22
188650	106	4.0566	27
188700	103	3.47573	29
188750	97	3.85567	22
188800	95	4.06316	18
188850	100	4.08	17
188900	104	4.19231	49
188950	104	3.93269	26
189000	93	3.80645	20
189050	99	3.9798	18
189100	89	3.31461	17
189150	98	4.04082	19
189200	90	4.1	20
189250	103	3.42718	23
189300	99	4.58586	26
189350	102	4.12745	18
189400	96	4.03125	17
189450	100	3.95	20
189500	90	3.45556	19
189550	108	3.28704	18
189600	87	3.64368	25
189650	102	3.38235	23
189700	99	3.19192	18
189750	107	3.58879	21
189800	99	3.84848	20
189850	92	4.01087	29
189900	108	4.13889	21
189950	102	3.65686	24
190000	94	4.39362	26
