generation	Nc
179800	4290
179850	4212
179900	4321
179950	4234
180000	47
180005	53
180010	60
180015	44
180020	100
180025	118
180030	116
180035	112
180040	114
180045	122
180050	126
180100	106
180150	117
180200	138
180250	123
180300	85
180350	118
180400	115
180450	122
180500	137
180550	98
180600	109
180650	108
180700	110
180750	107
180800	130
180850	96
180900	118
180950	104
181000	107
181050	118
181100	128
181150	97
181200	107
181250	119
181300	135
181350	111
181400	111
181450	95
181500	117
181550	115
181600	104
181650	110
181700	122
181750	115
181800	87
181850	107
181900	122
181950	94
182000	102
182050	123
182100	118
182150	90
182200	113
182250	134
182300	113
182350	106
182400	116
182450	130
182500	104
182550	108
182600	108
182650	118
182700	135
182750	128
182800	118
182850	92
182900	122
182950	129
183000	105
183050	121
183100	85
183150	118
183200	114
183250	115
183300	97
183350	106
183400	105
183450	121
183500	107
183550	134
183600	86
183650	96
183700	116
183750	111
183800	125
183850	121
183900	115
183950	117
184000	109
184050	106
184100	129
184150	100
184200	105
184250	112
184300	111
184350	109
184400	132
184450	135
184500	106
184550	112
184600	112
184650	109
184700	111
184750	131
184800	116
184850	110
184900	110
184950	120
185000	96
185050	113
185100	112
185150	99
185200	105
185250	100
185300	107
185350	123
185400	116
185450	118
185500	106
185550	107
185600	124
185650	124
185700	118
185750	112
185800	120
185850	117
185900	116
185950	125
186000	108
186050	107
186100	118
186150	114
186200	115
186250	106
186300	97
186350	133
186400	115
186450	124
186500	110
186550	121
186600	106
186650	98
186700	124
186750	125
186800	111
186850	92
186900	116
186950	124
187000	106
187050	109
187100	127
187150	113
187200	126
187250	100
187300	124
187350	111
187400	111
187450	107
187500	99
187550	112
187600	123
187650	108
187700	115
187750	107
187800	100
187850	103
187900	115
187950	99
188000	128
188050	120
188100	104
188150	107
188200	127
188250	126
188300	116
188350	123
188400	124
188450	113
188500	97
188550	115
188600	121
188650	98
188700	99
188750	107
188800	124
188850	116
188900	111
188950	120
189000	109
189050	112
189100	138
189150	120
189200	113
189250	108
189300	113
189350	105
189400	114
189450	101
189500	110
189550	118
189600	75
189650	98
189700	117
189750	101
189800	112
189850	109
189900	109
189950	103
190000	119
