generation	Nc
179800	4285
179850	4244
179900	4217
179950	4136
180000	48
180005	61
180010	55
180015	42
180020	105
180025	120
180030	126
180035	87
180040	111
180045	124
180050	118
180100	113
180150	126
180200	113
180250	118
180300	112
180350	107
180400	115
180450	114
180500	134
180550	104
180600	111
180650	119
180700	116
180750	97
180800	116
180850	103
180900	111
180950	90
181000	106
181050	111
181100	100
181150	105
181200	126
181250	139
181300	111
181350	126
181400	116
181450	115
181500	102
181550	115
181600	113
181650	117
181700	122
181750	103
181800	106
181850	106
181900	118
181950	125
182000	118
182050	104
182100	119
182150	90
182200	102
182250	116
182300	145
182350	115
182400	105
182450	115
182500	110
182550	97
182600	98
182650	126
182700	93
182750	99
182800	127
182850	104
182900	124
182950	125
183000	120
183050	95
183100	107
183150	132
183200	107
183250	106
183300	96
183350	119
183400	112
183450	107
183500	125
183550	109
183600	113
183650	115
183700	129
183750	95
183800	107
183850	128
183900	127
183950	88
184000	103
184050	120
184100	87
184150	116
184200	114
184250	120
184300	101
184350	95
184400	118
184450	119
184500	116
184550	105
184600	94
184650	114
184700	117
184750	111
184800	122
184850	112
184900	117
184950	100
185000	102
185050	104
185100	97
185150	102
185200	116
185250	102
185300	126
185350	108
185400	120
185450	132
185500	112
185550	123
185600	118
185650	109
185700	124
185750	99
185800	99
185850	131
185900	106
185950	116
186000	124
186050	106
186100	122
186150	111
186200	114
186250	96
186300	105
186350	116
186400	115
186450	127
186500	102
186550	102
186600	110
186650	106
186700	124
186750	102
186800	115
186850	111
186900	105
186950	123
187000	104
187050	110
187100	115
187150	113
187200	90
187250	109
187300	110
187350	97
187400	113
187450	98
187500	120
187550	119
187600	106
187650	134
187700	120
187750	96
187800	121
187850	96
187900	105
187950	101
188000	122
188050	134
188100	113
188150	117
188200	125
188250	115
188300	115
188350	107
188400	127
188450	111
188500	109
188550	116
188600	122
188650	110
188700	114
188750	107
188800	117
188850	121
188900	112
188950	115
189000	104
189050	104
189100	116
189150	93
189200	115
189250	106
189300	122
189350	104
189400	116
189450	110
189500	118
189550	109
189600	116
189650	115
189700	111
189750	104
189800	113
189850	114
189900	121
189950	96
190000	118
