generation	Nc
179800	4310
179850	4303
179900	4095
179950	4228
180000	54
180005	57
180010	50
180015	53
180020	102
180025	98
180030	98
180035	114
180040	118
180045	122
180050	95
180100	110
180150	97
180200	120
180250	118
180300	111
180350	115
180400	120
180450	118
180500	139
180550	97
180600	113
180650	141
180700	102
180750	99
180800	120
180850	116
180900	107
180950	114
181000	102
181050	104
181100	129
181150	122
181200	118
181250	128
181300	114
181350	104
181400	111
181450	109
181500	118
181550	112
181600	135
181650	111
181700	111
181750	106
181800	120
181850	103
181900	122
181950	98
182000	109
182050	124
182100	112
182150	123
182200	99
182250	95
182300	129
182350	114
182400	113
182450	116
182500	132
182550	103
182600	115
182650	104
182700	103
182750	110
182800	129
182850	101
182900	97
182950	133
183000	117
183050	124
183100	115
183150	112
183200	115
183250	123
183300	124
183350	111
183400	114
183450	123
183500	109
183550	110
183600	105
183650	110
183700	108
183750	131
183800	92
183850	112
183900	107
183950	95
184000	132
184050	135
184100	112
184150	122
184200	111
184250	132
184300	118
184350	109
184400	111
184450	119
184500	118
184550	110
184600	124
184650	125
184700	105
184750	113
184800	106
184850	117
184900	119
184950	114
185000	111
185050	111
185100	102
185150	125
185200	87
185250	116
185300	102
185350	108
185400	118
185450	101
185500	106
185550	128
185600	110
185650	120
185700	115
185750	108
185800	101
185850	117
185900	123
185950	106
186000	113
186050	99
186100	125
186150	112
186200	111
186250	125
186300	124
186350	103
186400	106
186450	124
186500	108
186550	115
186600	112
186650	129
186700	103
186750	112
186800	103
186850	115
186900	118
186950	103
187000	109
187050	98
187100	110
187150	118
187200	103
187250	106
187300	101
187350	109
187400	115
187450	114
187500	125
187550	143
187600	102
187650	99
187700	135
187750	106
187800	104
187850	103
187900	114
187950	102
188000	108
188050	100
188100	120
188150	112
188200	122
188250	118
188300	119
188350	114
188400	124
188450	130
188500	108
188550	114
188600	101
188650	122
188700	117
188750	109
188800	102
188850	99
188900	101
188950	121
189000	109
189050	120
189100	111
189150	119
189200	90
189250	104
189300	115
189350	109
189400	120
189450	117
189500	131
189550	110
189600	115
189650	116
189700	111
189750	114
189800	119
189850	123
189900	109
189950	101
190000	106
