generation	Nc
179800	4102
179850	4253
179900	4270
179950	4248
180000	48
180005	44
180010	45
180015	58
180020	122
180025	118
180030	90
180035	122
180040	123
180045	116
180050	118
180100	123
180150	114
180200	111
180250	87
180300	121
180350	117
180400	128
180450	122
180500	105
180550	119
180600	125
180650	117
180700	110
180750	115
180800	119
180850	113
180900	100
180950	98
181000	103
181050	114
181100	135
181150	124
181200	117
181250	105
181300	100
181350	123
181400	125
181450	122
181500	110
181550	128
181600	99
181650	106
181700	110
181750	118
181800	128
181850	113
181900	128
181950	107
182000	128
182050	110
182100	120
182150	130
182200	108
182250	107
182300	100
182350	102
182400	105
182450	108
182500	95
182550	124
182600	112
182650	117
182700	112
182750	101
182800	121
182850	133
182900	106
182950	119
183000	111
183050	91
183100	101
183150	116
183200	114
183250	124
183300	133
183350	121
183400	138
183450	93
183500	108
183550	110
183600	112
183650	124
183700	112
183750	123
183800	121
183850	110
183900	115
183950	118
184000	109
184050	132
184100	106
184150	121
184200	124
184250	97
184300	118
184350	121
184400	101
184450	132
184500	106
184550	119
184600	115
184650	113
184700	118
184750	105
184800	126
184850	113
184900	115
184950	99
185000	109
185050	123
185100	123
185150	108
185200	109
185250	112
185300	114
185350	117
185400	120
185450	110
185500	115
185550	93
185600	108
185650	99
185700	115
185750	112
185800	108
185850	117
185900	121
185950	123
186000	112
186050	105
186100	112
186150	109
186200	129
186250	117
186300	116
186350	108
186400	109
186450	116
186500	124
186550	99
186600	112
186650	111
186700	121
186750	118
186800	124
186850	124
186900	102
186950	118
187000	105
187050	110
187100	103
187150	119
187200	110
187250	115
187300	116
187350	102
187400	103
187450	94
187500	126
187550	107
187600	117
187650	115
187700	106
187750	131
187800	114
187850	105
187900	113
187950	117
188000	98
188050	141
188100	125
188150	98
188200	109
188250	121
188300	123
188350	118
188400	115
188450	124
188500	124
188550	117
188600	98
188650	116
188700	122
188750	112
188800	112
188850	90
188900	137
188950	110
189000	120
189050	107
189100	104
189150	112
189200	108
189250	120
189300	119
189350	130
189400	103
189450	114
189500	133
189550	102
189600	114
189650	116
189700	115
189750	116
189800	109
189850	102
189900	96
189950	121
190000	110
