generation	Nc	average_age	max_age
179800	7595	3.9135	40
179850	7535	4.05428	42
179900	7490	3.98611	41
179950	7461	3.97252	43
180000	95	5.13684	29
180005	114	4.45614	34
180010	106	3.20755	17
180015	99	3.76768	14
180020	101	4.29703	17
180025	99	4.47475	17
180030	86	4.27907	18
180035	94	4.39362	22
180040	95	4.58947	24
180045	99	4.25253	23
180050	93	4.15054	19
180100	108	3.15741	21
180150	101	4.21782	16
180200	97	4.70103	32
180250	94	4.20213	27
180300	112	3.625	19
180350	107	3.52336	19
180400	98	3.80612	18
180450	114	3.49123	27
180500	101	3.59406	15
180550	108	3.62963	22
180600	109	4.62385	23
180650	106	4.26415	18
180700	110	3.24545	14
180750	103	3.85437	23
180800	102	3.9902	21
180850	102	4.17647	34
180900	82	4.14634	22
180950	97	3.28866	25
181000	106	3.24528	17
181050	101	2.9703	22
181100	112	4.02679	22
181150	101	4.07921	27
181200	106	4.75472	32
181250	105	3.39048	19
181300	100	4.27	19
181350	106	4.01887	17
181400	90	3.96667	29
181450	106	3.57547	17
181500	99	3.84848	18
181550	90	3.94444	21
181600	112	3.63393	17
181650	104	4.43269	19
181700	96	4.1875	15
181750	98	4.56122	20
181800	97	4.52577	34
181850	98	4.14286	24
181900	94	4.76596	20
181950	107	4.30841	24
182000	107	4.21495	30
182050	96	4.57292	22
182100	96	3.6875	19
182150	102	4.19608	21
182200	95	3.74737	17
182250	95	3.8	21
182300	113	3.85841	29
182350	93	4.32258	27
182400	101	3.21782	21
182450	109	4.40367	24
182500	93	4.22581	24
182550	98	3.79592	25
182600	101	3.83168	20
182650	108	4.22222	21
182700	93	3.46237	16
182750	93	4.1828	26
182800	97	3.68041	34
182850	88	3.93182	28
182900	103	4.72816	23
182950	96	4.28125	32
183000	108	4.89815	32
183050	89	4.4382	22
183100	104	3.23077	18
183150	95	4.33684	20
183200	99	3.66667	17
183250	90	4.38889	29
183300	107	4.02804	20
183350	97	3.23711	18
183400	91	3.89011	19
183450	97	3.91753	18
183500	91	3.35165	20
183550	103	4.09709	22
183600	85	3.81176	26
183650	98	4.04082	23
183700	99	3.70707	18
183750	91	3.84615	18
183800	109	4.16514	22
183850	107	3.53271	20
183900	95	4.82105	28
183950	106	3.4717	19
184000	93	4.45161	24
184050	103	4.85437	31
184100	111	3.85586	26
184150	93	3.68817	13
184200	101	4.0297	22
184250	94	3.59574	26
184300	102	3.79412	19
184350	101	4.16832	27
184400	99	3.79798	19
184450	104	3.20192	20
184500	105	3.70476	28
184550	101	4.24752	27
184600	99	3.65657	17
184650	105	3.6381	22
184700	94	3.90426	21
184750	95	4.93684	21
184800	101	3.60396	24
184850	101	3.37624	17
184900	105	4.06667	20
184950	95	4.12632	22
185000	99	4.06061	23
185050	100	4.28	29
185100	106	4.87736	29
185150	102	4.63725	28
185200	90	4.46667	20
185250	107	3	28
185300	98	4.2551	25
185350	99	5.24242	30
185400	99	4.14141	23
185450	95	3.46316	17
185500	109	3.37615	29
185550	95	3.93684	20
185600	94	4.87234	24
185650	94	4.5	29
185700	93	3.92473	16
185750	99	4.62626	21
185800	100	4.06	23
185850	97	3.80412	23
185900	105	4.06667	22
185950	97	3.65979	19
186000	96	4.19792	22
186050	98	3.27551	26
186100	98	4.66327	35
186150	102	3.5098	18
186200	98	4.13265	23
186250	100	4.07	19
186300	93	3.70968	16
186350	96	4.125	20
186400	96	3.96875	22
186450	100	4.05	18
186500	105	4.27619	21
186550	102	4.56863	31
186600	98	4.92857	27
186650	95	4.03158	22
186700	103	3.38835	17
186750	95	4.22105	26
186800	98	3.93878	21
186850	101	4.76238	23
186900	110	4.80909	22
186950	105	3.93333	23
187000	109	4.18349	26
187050	102	4.4902	23
187100	109	4.66055	29
187150	109	4.44037	23
187200	105	3.69524	22
187250	103	3.38835	18
187300	93	4.06452	21
187350	87	3.68966	22
187400	111	3.97297	19
187450	102	3.12745	16
187500	111	4.06306	29
187550	101	3.9802	21
187600	98	4.46939	29
187650	100	4.03	20
187700	98	4.23469	20
187750	99	4.0303	23
187800	101	5.59406	26
187850	94	3.70213	20
187900	99	3.9899	23
187950	96	4.20833	34
188000	99	3.51515	20
188050	97	4.08247	25
188100	97	3.69072	34
188150	101	4.50495	21
188200	94	4.70213	19
188250	109	4.21101	24
188300	99	4.25253	34
188350	90	4.75556	16
188400	96	3.72917	17
188450	100	3.81	17
188500	97	4.47423	20
188550	104	3.50962	20
188600	97	3.56701	18
188650	92	4.13043	18
188700	101	4.06931	15
188750	90	4.33333	19
188800	97	4.61856	23
188850	100	3.86	18
188900	101	4.06931	17
188950	108	3.55556	29
189000	94	3.74468	23
189050	97	4.63918	27
189100	90	3.74444	20
189150	93	3.83871	20
189200	98	4.37755	23
189250	98	4.16327	22
189300	91	3.49451	20
189350	111	3.45045	22
189400	97	3.98969	26
189450	105	4.10476	27
189500	102	3.97059	20
189550	107	5.02804	23
189600	90	3.98889	17
189650	103	3.67961	15
189700	99	3.94949	24
189750	95	3.77895	20
189800	107	4.5514	22
189850	103	3.43689	26
189900	101	3.77228	21
189950	100	4.06	24
190000	102	3.59804	17
