generation	Nc
179800	4289
179850	4345
179900	4305
179950	4138
180000	46
180005	51
180010	62
180015	67
180020	114
180025	98
180030	117
180035	109
180040	100
180045	122
180050	108
180100	123
180150	102
180200	108
180250	113
180300	112
180350	96
180400	117
180450	96
180500	119
180550	129
180600	111
180650	106
180700	84
180750	117
180800	118
180850	101
180900	116
180950	116
181000	123
181050	122
181100	102
181150	112
181200	107
181250	121
181300	116
181350	119
181400	119
181450	100
181500	117
181550	115
181600	124
181650	111
181700	100
181750	106
181800	119
181850	114
181900	118
181950	116
182000	109
182050	129
182100	93
182150	120
182200	106
182250	135
182300	107
182350	128
182400	105
182450	116
182500	103
182550	109
182600	126
182650	98
182700	105
182750	112
182800	117
182850	112
182900	107
182950	112
183000	113
183050	113
183100	110
183150	116
183200	104
183250	113
183300	130
183350	135
183400	101
183450	104
183500	109
183550	103
183600	105
183650	104
183700	119
183750	136
183800	116
183850	107
183900	125
183950	103
184000	101
184050	129
184100	106
184150	113
184200	114
184250	102
184300	110
184350	113
184400	117
184450	132
184500	127
184550	97
184600	124
184650	119
184700	97
184750	109
184800	105
184850	100
184900	124
184950	101
185000	111
185050	153
185100	108
185150	118
185200	126
185250	94
185300	111
185350	107
185400	115
185450	111
185500	112
185550	126
185600	109
185650	86
185700	120
185750	106
185800	109
185850	103
185900	91
185950	108
186000	107
186050	124
186100	96
186150	117
186200	109
186250	107
186300	116
186350	105
186400	91
186450	114
186500	125
186550	121
186600	113
186650	125
186700	104
186750	117
186800	124
186850	110
186900	99
186950	121
187000	100
187050	110
187100	108
187150	124
187200	131
187250	100
187300	123
187350	129
187400	125
187450	124
187500	105
187550	115
187600	110
187650	119
187700	123
187750	107
187800	122
187850	101
187900	132
187950	112
188000	124
188050	119
188100	106
188150	108
188200	112
188250	123
188300	111
188350	118
188400	99
188450	100
188500	118
188550	101
188600	124
188650	107
188700	112
188750	102
188800	122
188850	112
188900	121
188950	104
189000	103
189050	114
189100	115
189150	126
189200	138
189250	101
189300	100
189350	121
189400	107
189450	105
189500	108
189550	118
189600	119
189650	118
189700	102
189750	102
189800	102
189850	101
189900	120
189950	102
190000	103
