generation	Nc
179800	4197
179850	4319
179900	4220
179950	4193
180000	52
180005	63
180010	47
180015	66
180020	126
180025	118
180030	111
180035	120
180040	106
180045	109
180050	102
180100	114
180150	120
180200	91
180250	114
180300	109
180350	106
180400	110
180450	111
180500	113
180550	108
180600	94
180650	114
180700	118
180750	126
180800	97
180850	106
180900	125
180950	112
181000	129
181050	116
181100	122
181150	119
181200	103
181250	123
181300	123
181350	116
181400	124
181450	101
181500	103
181550	102
181600	109
181650	96
181700	121
181750	114
181800	117
181850	110
181900	106
181950	132
182000	111
182050	114
182100	107
182150	108
182200	115
182250	117
182300	111
182350	137
182400	121
182450	120
182500	121
182550	107
182600	104
182650	121
182700	126
182750	115
182800	120
182850	133
182900	118
182950	116
183000	117
183050	108
183100	128
183150	103
183200	119
183250	133
183300	110
183350	121
183400	104
183450	116
183500	126
183550	114
183600	91
183650	115
183700	109
183750	101
183800	112
183850	117
183900	113
183950	112
184000	106
184050	110
184100	90
184150	99
184200	101
184250	105
184300	113
184350	124
184400	109
184450	106
184500	120
184550	119
184600	111
184650	108
184700	95
184750	95
184800	117
184850	96
184900	91
184950	126
185000	111
185050	111
185100	112
185150	122
185200	112
185250	127
185300	111
185350	110
185400	128
185450	104
185500	94
185550	114
185600	121
185650	110
185700	118
185750	117
185800	121
185850	108
185900	112
185950	111
186000	84
186050	118
186100	118
186150	120
186200	104
186250	127
186300	110
186350	118
186400	100
186450	99
186500	111
186550	95
186600	106
186650	119
186700	114
186750	126
186800	128
186850	109
186900	103
186950	105
187000	112
187050	115
187100	132
187150	113
187200	112
187250	117
187300	121
187350	105
187400	111
187450	120
187500	130
187550	113
187600	125
187650	110
187700	100
187750	121
187800	105
187850	112
187900	123
187950	115
188000	137
188050	113
188100	125
188150	101
188200	117
188250	132
188300	120
188350	111
188400	128
188450	106
188500	102
188550	123
188600	100
188650	100
188700	124
188750	106
188800	116
188850	121
188900	124
188950	108
189000	118
189050	127
189100	108
189150	112
189200	115
189250	109
189300	110
189350	103
189400	114
189450	100
189500	120
189550	115
189600	117
189650	98
189700	96
189750	121
189800	123
189850	119
189900	106
189950	120
190000	112
