generation	Nc
179800	4297
179850	4248
179900	4169
179950	4235
180000	49
180005	59
180010	66
180015	43
180020	116
180025	115
180030	113
180035	110
180040	134
180045	96
180050	130
180100	117
180150	127
180200	110
180250	132
180300	104
180350	112
180400	115
180450	112
180500	121
180550	116
180600	117
180650	116
180700	103
180750	105
180800	121
180850	118
180900	109
180950	128
181000	116
181050	129
181100	127
181150	103
181200	102
181250	114
181300	114
181350	111
181400	132
181450	120
181500	117
181550	112
181600	118
181650	119
181700	118
181750	113
181800	117
181850	107
181900	118
181950	113
182000	102
182050	107
182100	129
182150	118
182200	116
182250	124
182300	111
182350	129
182400	110
182450	120
182500	119
182550	115
182600	119
182650	80
182700	118
182750	98
182800	106
182850	127
182900	120
182950	115
183000	122
183050	119
183100	104
183150	115
183200	83
183250	102
183300	118
183350	107
183400	121
183450	112
183500	106
183550	113
183600	105
183650	98
183700	113
183750	114
183800	95
183850	131
183900	103
183950	124
184000	103
184050	121
184100	107
184150	98
184200	116
184250	119
184300	122
184350	120
184400	109
184450	111
184500	131
184550	103
184600	119
184650	109
184700	121
184750	125
184800	104
184850	132
184900	102
184950	139
185000	117
185050	102
185100	129
185150	109
185200	133
185250	107
185300	133
185350	89
185400	128
185450	116
185500	101
185550	116
185600	107
185650	127
185700	109
185750	115
185800	101
185850	91
185900	98
185950	111
186000	107
186050	117
186100	107
186150	113
186200	104
186250	98
186300	114
186350	117
186400	111
186450	111
186500	127
186550	105
186600	126
186650	96
186700	113
186750	118
186800	103
186850	119
186900	104
186950	102
187000	104
187050	103
187100	115
187150	124
187200	104
187250	107
187300	122
187350	122
187400	119
187450	96
187500	111
187550	106
187600	116
187650	121
187700	102
187750	112
187800	110
187850	109
187900	129
187950	126
188000	102
188050	115
188100	102
188150	124
188200	96
188250	111
188300	115
188350	124
188400	100
188450	123
188500	131
188550	102
188600	107
188650	114
188700	111
188750	119
188800	117
188850	98
188900	125
188950	120
189000	108
189050	121
189100	109
189150	126
189200	125
189250	103
189300	101
189350	99
189400	86
189450	109
189500	121
189550	93
189600	120
189650	105
189700	102
189750	102
189800	109
189850	102
189900	114
189950	87
190000	112
