generation	Nc
179800	4122
179850	4186
179900	4145
179950	4332
180000	50
180005	57
180010	65
180015	57
180020	120
180025	108
180030	117
180035	103
180040	120
180045	106
180050	106
180100	97
180150	120
180200	121
180250	117
180300	108
180350	128
180400	103
180450	111
180500	124
180550	100
180600	118
180650	102
180700	120
180750	123
180800	97
180850	127
180900	125
180950	117
181000	118
181050	112
181100	111
181150	116
181200	114
181250	97
181300	115
181350	118
181400	131
181450	102
181500	106
181550	110
181600	114
181650	94
181700	120
181750	118
181800	144
181850	108
181900	120
181950	121
182000	120
182050	104
182100	93
182150	118
182200	113
182250	120
182300	105
182350	114
182400	126
182450	108
182500	107
182550	116
182600	115
182650	137
182700	115
182750	109
182800	81
182850	121
182900	113
182950	97
183000	127
183050	120
183100	101
183150	107
183200	91
183250	110
183300	99
183350	104
183400	125
183450	120
183500	127
183550	121
183600	113
183650	105
183700	102
183750	101
183800	107
183850	122
183900	111
183950	101
184000	105
184050	105
184100	106
184150	120
184200	116
184250	112
184300	100
184350	110
184400	113
184450	113
184500	110
184550	105
184600	90
184650	129
184700	135
184750	123
184800	105
184850	104
184900	113
184950	114
185000	128
185050	110
185100	94
185150	101
185200	108
185250	122
185300	107
185350	103
185400	128
185450	111
185500	108
185550	120
185600	102
185650	118
185700	107
185750	91
185800	116
185850	80
185900	114
185950	105
186000	116
186050	121
186100	119
186150	114
186200	94
186250	113
186300	102
186350	119
186400	110
186450	98
186500	113
186550	121
186600	113
186650	95
186700	113
186750	103
186800	122
186850	123
186900	112
186950	101
187000	121
187050	105
187100	107
187150	95
187200	117
187250	121
187300	108
187350	118
187400	107
187450	106
187500	115
187550	117
187600	113
187650	104
187700	137
187750	131
187800	116
187850	119
187900	111
187950	104
188000	122
188050	123
188100	112
188150	98
188200	108
188250	116
188300	90
188350	115
188400	99
188450	112
188500	110
188550	141
188600	110
188650	122
188700	124
188750	101
188800	116
188850	121
188900	102
188950	132
189000	120
189050	117
189100	103
189150	115
189200	116
189250	105
189300	120
189350	119
189400	118
189450	92
189500	109
189550	122
189600	109
189650	131
189700	103
189750	122
189800	97
189850	105
189900	113
189950	102
190000	105
