generation	Nc
179800	4198
179850	4275
179900	4259
179950	4177
180000	57
180005	53
180010	51
180015	54
180020	114
180025	119
180030	110
180035	111
180040	119
180045	108
180050	156
180100	130
180150	111
180200	115
180250	105
180300	116
180350	117
180400	114
180450	124
180500	123
180550	124
180600	101
180650	122
180700	116
180750	136
180800	109
180850	126
180900	118
180950	129
181000	117
181050	120
181100	121
181150	116
181200	114
181250	101
181300	115
181350	106
181400	108
181450	110
181500	90
181550	130
181600	108
181650	110
181700	108
181750	102
181800	120
181850	93
181900	118
181950	117
182000	120
182050	114
182100	99
182150	117
182200	99
182250	110
182300	102
182350	110
182400	106
182450	122
182500	97
182550	100
182600	123
182650	119
182700	116
182750	109
182800	111
182850	109
182900	110
182950	109
183000	112
183050	136
183100	110
183150	117
183200	98
183250	106
183300	111
183350	125
183400	101
183450	123
183500	106
183550	106
183600	116
183650	92
183700	109
183750	97
183800	124
183850	114
183900	113
183950	105
184000	103
184050	113
184100	129
184150	112
184200	120
184250	108
184300	105
184350	101
184400	124
184450	120
184500	122
184550	112
184600	105
184650	118
184700	99
184750	120
184800	109
184850	119
184900	119
184950	118
185000	109
185050	119
185100	108
185150	118
185200	109
185250	112
185300	107
185350	116
185400	101
185450	117
185500	103
185550	124
185600	123
185650	99
185700	110
185750	110
185800	101
185850	97
185900	117
185950	105
186000	115
186050	115
186100	122
186150	112
186200	121
186250	109
186300	109
186350	125
186400	116
186450	115
186500	108
186550	114
186600	110
186650	132
186700	125
186750	107
186800	119
186850	100
186900	109
186950	106
187000	105
187050	116
187100	117
187150	123
187200	134
187250	109
187300	129
187350	100
187400	119
187450	123
187500	91
187550	113
187600	113
187650	103
187700	105
187750	119
187800	111
187850	120
187900	84
187950	102
188000	111
188050	111
188100	96
188150	105
188200	119
188250	97
188300	82
188350	134
188400	101
188450	122
188500	154
188550	125
188600	111
188650	123
188700	106
188750	120
188800	104
188850	111
188900	119
188950	116
189000	106
189050	130
189100	114
189150	107
189200	135
189250	114
189300	105
189350	93
189400	103
189450	106
189500	107
189550	106
189600	122
189650	112
189700	113
189750	95
189800	124
189850	124
189900	116
189950	109
190000	113
