generation	Nc
179800	4281
179850	4225
179900	4257
179950	4158
180000	56
180005	78
180010	73
180015	61
180020	113
180025	129
180030	144
180035	101
180040	111
180045	117
180050	98
180100	117
180150	122
180200	99
180250	129
180300	124
180350	99
180400	112
180450	112
180500	105
180550	131
180600	118
180650	111
180700	97
180750	119
180800	116
180850	120
180900	110
180950	101
181000	116
181050	99
181100	146
181150	108
181200	116
181250	118
181300	111
181350	117
181400	107
181450	109
181500	103
181550	103
181600	103
181650	97
181700	112
181750	116
181800	95
181850	119
181900	113
181950	118
182000	112
182050	134
182100	99
182150	119
182200	116
182250	95
182300	109
182350	111
182400	126
182450	117
182500	98
182550	111
182600	109
182650	94
182700	118
182750	123
182800	114
182850	106
182900	113
182950	112
183000	119
183050	114
183100	132
183150	104
183200	108
183250	123
183300	115
183350	119
183400	105
183450	104
183500	121
183550	112
183600	120
183650	123
183700	120
183750	117
183800	117
183850	118
183900	128
183950	113
184000	134
184050	130
184100	98
184150	130
184200	103
184250	125
184300	101
184350	114
184400	123
184450	112
184500	107
184550	117
184600	123
184650	115
184700	102
184750	112
184800	107
184850	110
184900	97
184950	110
185000	131
185050	115
185100	93
185150	107
185200	114
185250	107
185300	116
185350	129
185400	113
185450	113
185500	101
185550	115
185600	111
185650	103
185700	101
185750	130
185800	113
185850	105
185900	117
185950	110
186000	117
186050	98
186100	127
186150	117
186200	98
186250	107
186300	123
186350	105
186400	101
186450	106
186500	107
186550	128
186600	113
186650	117
186700	117
186750	119
186800	133
186850	104
186900	104
186950	98
187000	114
187050	95
187100	113
187150	127
187200	132
187250	116
187300	103
187350	109
187400	123
187450	104
187500	96
187550	127
187600	112
187650	130
187700	105
187750	114
187800	100
187850	130
187900	133
187950	125
188000	108
188050	110
188100	110
188150	111
188200	134
188250	99
188300	101
188350	105
188400	126
188450	105
188500	123
188550	113
188600	114
188650	110
188700	119
188750	118
188800	122
188850	101
188900	106
188950	104
189000	141
189050	111
189100	114
189150	124
189200	103
189250	102
189300	128
189350	107
189400	112
189450	103
189500	113
189550	107
189600	91
189650	100
189700	116
189750	106
189800	116
189850	95
189900	127
189950	110
190000	115
