generation	Nc
179800	4167
179850	4293
179900	4159
179950	4266
180000	56
180005	39
180010	51
180015	64
180020	108
180025	115
180030	107
180035	95
180040	110
180045	113
180050	103
180100	116
180150	108
180200	109
180250	123
180300	127
180350	106
180400	103
180450	120
180500	101
180550	97
180600	120
180650	120
180700	93
180750	109
180800	101
180850	81
180900	110
180950	122
181000	113
181050	118
181100	104
181150	97
181200	130
181250	110
181300	122
181350	97
181400	110
181450	116
181500	117
181550	114
181600	120
181650	125
181700	117
181750	106
181800	110
181850	107
181900	127
181950	117
182000	125
182050	108
182100	97
182150	130
182200	115
182250	122
182300	100
182350	117
182400	105
182450	116
182500	106
182550	123
182600	113
182650	113
182700	115
182750	102
182800	103
182850	90
182900	136
182950	94
183000	116
183050	119
183100	113
183150	93
183200	108
183250	113
183300	115
183350	116
183400	117
183450	126
183500	102
183550	115
183600	99
183650	138
183700	112
183750	122
183800	104
183850	113
183900	113
183950	124
184000	117
184050	105
184100	91
184150	117
184200	115
184250	98
184300	105
184350	122
184400	115
184450	107
184500	107
184550	113
184600	129
184650	115
184700	122
184750	113
184800	122
184850	121
184900	113
184950	111
185000	116
185050	116
185100	114
185150	121
185200	100
185250	107
185300	100
185350	100
185400	101
185450	118
185500	110
185550	98
185600	113
185650	114
185700	119
185750	135
185800	107
185850	108
185900	97
185950	103
186000	108
186050	110
186100	132
186150	122
186200	101
186250	99
186300	108
186350	119
186400	98
186450	108
186500	126
186550	127
186600	120
186650	124
186700	121
186750	108
186800	114
186850	133
186900	105
186950	114
187000	107
187050	118
187100	110
187150	97
187200	120
187250	123
187300	112
187350	97
187400	91
187450	102
187500	125
187550	115
187600	107
187650	122
187700	88
187750	103
187800	128
187850	98
187900	113
187950	116
188000	130
188050	132
188100	134
188150	116
188200	100
188250	119
188300	113
188350	106
188400	116
188450	115
188500	107
188550	117
188600	116
188650	127
188700	122
188750	117
188800	132
188850	111
188900	121
188950	109
189000	108
189050	123
189100	104
189150	123
189200	103
189250	133
189300	109
189350	109
189400	118
189450	107
189500	121
189550	102
189600	114
189650	114
189700	129
189750	104
189800	110
189850	110
189900	115
189950	127
190000	107
