generation	Nc
179800	4152
179850	4169
179900	4317
179950	4219
180000	64
180005	72
180010	71
180015	46
180020	124
180025	102
180030	120
180035	124
180040	111
180045	118
180050	124
180100	115
180150	109
180200	122
180250	113
180300	116
180350	99
180400	110
180450	98
180500	97
180550	106
180600	108
180650	109
180700	120
180750	130
180800	105
180850	114
180900	104
180950	120
181000	128
181050	109
181100	114
181150	104
181200	127
181250	94
181300	119
181350	124
181400	101
181450	114
181500	125
181550	88
181600	104
181650	118
181700	109
181750	104
181800	116
181850	110
181900	107
181950	99
182000	124
182050	115
182100	117
182150	111
182200	93
182250	140
182300	113
182350	108
182400	112
182450	108
182500	136
182550	118
182600	122
182650	123
182700	127
182750	120
182800	120
182850	118
182900	99
182950	127
183000	93
183050	115
183100	118
183150	112
183200	117
183250	110
183300	114
183350	125
183400	103
183450	116
183500	123
183550	107
183600	111
183650	104
183700	113
183750	109
183800	119
183850	134
183900	104
183950	112
184000	132
184050	105
184100	122
184150	103
184200	113
184250	113
184300	112
184350	102
184400	128
184450	122
184500	118
184550	102
184600	131
184650	108
184700	127
184750	125
184800	105
184850	122
184900	92
184950	113
185000	108
185050	102
185100	111
185150	125
185200	127
185250	121
185300	104
185350	99
185400	121
185450	109
185500	116
185550	113
185600	104
185650	91
185700	136
185750	136
185800	115
185850	106
185900	138
185950	122
186000	105
186050	126
186100	107
186150	110
186200	117
186250	105
186300	113
186350	125
186400	115
186450	124
186500	102
186550	116
186600	121
186650	128
186700	126
186750	96
186800	117
186850	94
186900	107
186950	121
187000	121
187050	121
187100	102
187150	114
187200	119
187250	101
187300	114
187350	108
187400	116
187450	100
187500	104
187550	91
187600	110
187650	107
187700	120
187750	118
187800	104
187850	117
187900	115
187950	122
188000	126
188050	107
188100	110
188150	98
188200	112
188250	124
188300	96
188350	104
188400	108
188450	129
188500	104
188550	108
188600	114
188650	112
188700	122
188750	108
188800	101
188850	119
188900	128
188950	121
189000	121
189050	121
189100	133
189150	97
189200	106
189250	117
189300	107
189350	124
189400	99
189450	118
189500	122
189550	107
189600	115
189650	101
189700	105
189750	107
189800	122
189850	118
189900	104
189950	100
190000	113
