generation	Nc	average_age	max_age
179800	7566	3.99233	41
179850	7492	3.98438	41
179900	7528	4.02152	44
179950	7623	3.95881	41
180000	94	5.48936	18
180005	116	3.85345	20
180010	98	4.56122	25
180015	96	4.0625	30
180020	102	3.73529	28
180025	110	3.61818	18
180030	101	3.78218	23
180035	97	4.10309	25
180040	104	3.50962	18
180045	110	3.85455	22
180050	98	4.85714	22
180100	103	4.20388	31
180150	100	5.05	20
180200	100	4.51	28
180250	101	4.26733	22
180300	97	3.7732	19
180350	93	3.92473	29
180400	95	3.78947	25
180450	102	3.71569	33
180500	98	3.77551	21
180550	96	3.77083	26
180600	95	4.25263	24
180650	101	3.76238	21
180700	102	3.83333	20
180750	98	4.44898	26
180800	98	3.83673	21
180850	103	3.33981	20
180900	112	3.86607	43
180950	94	3.97872	21
181000	104	3.40385	19
181050	96	4.42708	15
181100	82	3.7561	19
181150	96	2.97917	15
181200	96	3.25	18
181250	100	4.44	19
181300	104	3.63462	19
181350	97	4.7732	30
181400	107	4.02804	21
181450	101	4.40594	23
181500	96	3.95833	16
181550	99	4.07071	25
181600	101	4.32673	23
181650	98	3.42857	20
181700	96	4.57292	20
181750	102	4.71569	22
181800	97	5.04124	24
181850	112	3.70536	17
181900	103	4.6699	24
181950	110	3.37273	23
182000	96	3.94792	20
182050	105	4.84762	28
182100	104	3.92308	24
182150	102	4.32353	25
182200	104	4.375	27
182250	104	3.75	23
182300	96	4.19792	23
182350	110	3.71818	18
182400	101	3.52475	21
182450	102	4.03922	22
182500	98	4.33673	17
182550	89	3.69663	18
182600	108	3.35185	15
182650	105	3.51429	17
182700	96	3.63542	18
182750	112	3.75893	21
182800	97	2.86598	16
182850	100	4.3	21
182900	94	4.21277	37
182950	90	3.51111	15
183000	99	3.35354	17
183050	90	4.43333	22
183100	112	4.0625	28
183150	108	3.61111	22
183200	106	3.72642	21
183250	106	4.00943	20
183300	102	3.91176	21
183350	100	2.81	15
183400	100	4.03	25
183450	108	4.23148	17
183500	101	2.9505	19
183550	98	4.06122	19
183600	90	3.58889	16
183650	100	5.9	33
183700	94	4.3617	19
183750	108	4.27778	27
183800	107	3.08411	16
183850	92	3.83696	29
183900	100	4.51	20
183950	99	4.23232	19
184000	106	4.49057	30
184050	102	3.27451	15
184100	103	3.99029	33
184150	103	4.65049	30
184200	105	3.26667	13
184250	100	4.07	24
184300	105	4.49524	17
184350	109	3.94495	31
184400	91	3.83516	20
184450	93	3.77419	19
184500	89	3.23596	16
184550	108	3.27778	20
184600	102	3.53922	17
184650	97	4.04124	28
184700	92	3.73913	26
184750	103	3.75728	19
184800	91	3.41758	20
184850	98	4.64286	18
184900	96	3.89583	15
184950	87	4	21
185000	109	4.79817	34
185050	94	3.96809	19
185100	93	3.76344	29
185150	90	3.48889	22
185200	85	4	23
185250	102	3.31373	18
185300	110	5.34545	27
185350	97	3.75258	31
185400	97	3.70103	17
185450	94	3.98936	23
185500	100	3.38	17
185550	94	3.69149	18
185600	102	4.70588	31
185650	107	4.04673	23
185700	84	3.38095	13
185750	102	3.51961	26
185800	99	3.83838	21
185850	96	4.07292	20
185900	97	3.37113	19
185950	97	3.89691	21
186000	104	3.65385	20
186050	104	4	20
186100	100	4.12	29
186150	97	3.53608	18
186200	103	3.96117	20
186250	115	4.23478	20
186300	90	3.47778	18
186350	103	4.93204	29
186400	93	3.60215	19
186450	99	3.86869	20
186500	107	3.46729	16
186550	100	4.3	16
186600	99	4.73737	38
186650	98	3.83673	17
186700	91	3.18681	15
186750	102	4.39216	30
186800	104	3.23077	15
186850	96	3.33333	25
186900	91	4.38462	25
186950	94	3.73404	26
187000	93	3.6129	26
187050	96	3.80208	21
187100	98	4.15306	16
187150	104	3.61538	21
187200	100	4.01	33
187250	95	3.18947	32
187300	100	3.56	25
187350	107	3.62617	24
187400	99	4.14141	19
187450	93	3.69892	15
187500	98	3.45918	25
187550	90	4.84444	26
187600	87	3.83908	24
187650	100	4.24	33
187700	98	3.58163	26
187750	103	3.25243	19
187800	96	4.09375	25
187850	110	3.70909	14
187900	92	3.58696	14
187950	92	4.15217	23
188000	94	3.97872	20
188050	95	4.58947	28
188100	98	4.12245	20
188150	106	3.35849	17
188200	111	4.79279	23
188250	98	4.5	23
188300	84	3.5119	24
188350	102	4.33333	28
188400	97	3.8866	21
188450	105	3.26667	22
188500	94	4.25532	20
188550	90	4.41111	20
188600	106	4.16981	23
188650	99	4.39394	18
188700	100	3.21	19
188750	103	3.92233	18
188800	98	3.80612	25
188850	112	3.5	26
188900	108	3.75	29
188950	99	4.54545	26
189000	114	4.12281	18
189050	101	4.33663	25
189100	104	3.73077	22
189150	94	3.51064	18
189200	102	3.98039	23
189250	96	3.61458	20
189300	87	3.90805	27
189350	100	3.88	20
189400	96	3.76042	20
189450	103	3.86408	32
189500	102	3.71569	24
189550	103	4.12621	16
189600	95	4.57895	23
189650	95	3.82105	20
189700	95	4.12632	20
189750	98	3.87755	18
189800	99	4.11111	25
189850	92	4.91304	23
189900	107	3.70093	23
189950	92	4.90217	23
190000	101	3.73267	35
