generation	Nc
179800	4247
179850	4180
179900	4308
179950	4282
180000	68
180005	47
180010	61
180015	59
180020	95
180025	106
180030	113
180035	128
180040	117
180045	88
180050	118
180100	120
180150	128
180200	111
180250	118
180300	118
180350	109
180400	106
180450	116
180500	121
180550	112
180600	117
180650	123
180700	110
180750	112
180800	134
180850	110
180900	113
180950	109
181000	96
181050	116
181100	102
181150	132
181200	122
181250	117
181300	114
181350	116
181400	103
181450	107
181500	80
181550	116
181600	107
181650	119
181700	105
181750	98
181800	111
181850	107
181900	141
181950	98
182000	101
182050	105
182100	101
182150	114
182200	128
182250	108
182300	88
182350	124
182400	112
182450	95
182500	109
182550	137
182600	122
182650	103
182700	107
182750	123
182800	120
182850	117
182900	136
182950	131
183000	112
183050	110
183100	113
183150	114
183200	101
183250	94
183300	115
183350	107
183400	110
183450	127
183500	97
183550	110
183600	95
183650	94
183700	123
183750	101
183800	112
183850	102
183900	124
183950	110
184000	102
184050	121
184100	104
184150	114
184200	126
184250	106
184300	118
184350	124
184400	98
184450	110
184500	102
184550	113
184600	113
184650	112
184700	105
184750	98
184800	108
184850	95
184900	117
184950	132
185000	111
185050	112
185100	117
185150	101
185200	104
185250	112
185300	102
185350	103
185400	136
185450	126
185500	93
185550	116
185600	119
185650	99
185700	117
185750	122
185800	97
185850	109
185900	98
185950	97
186000	136
186050	104
186100	113
186150	103
186200	117
186250	99
186300	106
186350	110
186400	101
186450	117
186500	117
186550	108
186600	89
186650	125
186700	135
186750	105
186800	118
186850	110
186900	117
186950	89
187000	109
187050	111
187100	94
187150	115
187200	110
187250	103
187300	101
187350	108
187400	120
187450	121
187500	101
187550	105
187600	94
187650	119
187700	128
187750	108
187800	112
187850	112
187900	118
187950	114
188000	116
188050	96
188100	129
188150	104
188200	112
188250	129
188300	98
188350	112
188400	115
188450	105
188500	125
188550	110
188600	118
188650	114
188700	107
188750	110
188800	113
188850	111
188900	120
188950	112
189000	121
189050	125
189100	112
189150	112
189200	113
189250	111
189300	112
189350	92
189400	120
189450	104
189500	131
189550	110
189600	102
189650	108
189700	109
189750	112
189800	108
189850	120
189900	121
189950	121
190000	121
