generation	Nc	average_age	max_age
179800	7430	3.99569	44
179850	7542	3.91992	63
179900	7515	3.95808	38
179950	7563	4.02049	41
180000	100	4.94	27
180005	94	4.32979	32
180010	98	3.97959	16
180015	109	4.38532	20
180020	104	3.99038	24
180025	114	3.31579	20
180030	100	4.33	25
180035	99	3.52525	17
180040	94	3.26596	20
180045	108	4.09259	25
180050	103	4.07767	26
180100	94	4.15957	38
180150	99	3.88889	29
180200	98	4.19388	22
180250	99	4.71717	21
180300	94	3.11702	18
180350	103	5.26214	26
180400	83	4.31325	19
180450	99	4.45455	29
180500	102	4.2549	31
180550	103	5.08738	40
180600	98	3.57143	16
180650	101	4.24752	24
180700	110	3.99091	21
180750	94	3.10638	21
180800	96	4.20833	21
180850	103	3.95146	28
180900	106	3.41509	20
180950	90	4.81111	27
181000	101	3.52475	16
181050	87	3.72414	22
181100	104	3.88462	24
181150	106	3.84906	23
181200	103	3.8835	24
181250	104	3.20192	27
181300	95	3.17895	14
181350	100	4.5	20
181400	93	4.21505	23
181450	97	3.6701	19
181500	97	4.05155	18
181550	104	4.04808	25
181600	92	4.19565	17
181650	106	4.16038	19
181700	99	4.21212	24
181750	106	3.5566	26
181800	97	3.74227	14
181850	95	4.07368	21
181900	98	3.26531	15
181950	111	4.43243	24
182000	102	4.20588	32
182050	94	4.10638	17
182100	100	3.9	28
182150	106	3.64151	20
182200	96	4.57292	18
182250	100	4.19	19
182300	97	3.48454	17
182350	107	3.71028	17
182400	99	3.50505	17
182450	102	4.13725	22
182500	97	3.27835	21
182550	94	3.62766	21
182600	107	4.74766	33
182650	103	4	23
182700	88	4.375	19
182750	98	3.7551	24
182800	91	3.26374	29
182850	98	3.19388	18
182900	95	4.01053	25
182950	100	4.25	25
183000	105	4.01905	17
183050	96	4.26042	17
183100	99	4.59596	23
183150	105	3.61905	15
183200	108	3.42593	16
183250	107	4.00935	24
183300	97	4.15464	24
183350	100	3.87	35
183400	103	4.42718	40
183450	104	3.84615	23
183500	107	4.25234	30
183550	97	4.26804	20
183600	91	4.36264	22
183650	106	3.20755	16
183700	104	3.51923	20
183750	100	4.11	32
183800	98	4.33673	25
183850	112	4.39286	21
183900	101	4.15842	22
183950	91	4.38462	28
184000	99	4.30303	22
184050	92	4.47826	26
184100	97	3.48454	19
184150	92	4.67391	22
184200	95	4.51579	27
184250	102	3.51961	25
184300	98	3.61224	17
184350	102	3.9902	35
184400	98	3.31633	33
184450	106	4.59434	19
184500	106	3.95283	22
184550	91	4.71429	28
184600	101	3.44554	20
184650	93	4.4086	43
184700	107	3.33645	18
184750	102	3.76471	28
184800	99	3.25253	16
184850	105	3.90476	18
184900	98	3.60204	25
184950	104	3.93269	19
185000	95	3.81053	23
185050	97	4.41237	19
185100	92	3.47826	25
185150	94	4.35106	36
185200	100	4.4	22
185250	97	3.83505	27
185300	97	3.87629	14
185350	104	3.78846	17
185400	102	3.59804	21
185450	98	3.87755	17
185500	101	4.12871	35
185550	83	4.46988	20
185600	104	3.625	16
185650	104	3.81731	18
185700	108	4.17593	24
185750	98	3.14286	17
185800	86	3.87209	25
185850	102	3.30392	21
185900	96	4.98958	36
185950	103	3.94175	21
186000	105	2.51429	13
186050	92	4.17391	18
186100	94	4.41489	25
186150	97	5.10309	28
186200	104	4.47115	18
186250	105	3.61905	19
186300	95	4.09474	22
186350	93	4.64516	20
186400	91	4.12088	29
186450	101	3.73267	14
186500	109	4.62385	22
186550	101	4	23
186600	93	4.60215	26
186650	100	4.42	21
186700	91	3.8022	29
186750	100	3.18	21
186800	98	3.95918	16
186850	102	3.73529	22
186900	95	4.02105	22
186950	109	4.56881	24
187000	96	3.80208	18
187050	100	3.56	20
187100	117	3.40171	17
187150	104	3.69231	17
187200	95	3.37895	16
187250	99	4.05051	19
187300	103	3.69903	19
187350	88	4.40909	26
187400	96	3.83333	21
187450	104	4.02885	28
187500	113	4.62832	33
187550	94	3.68085	16
187600	101	3.59406	19
187650	102	3.34314	19
187700	100	4.53	31
187750	93	4.43011	33
187800	105	4.6	19
187850	106	3.49057	22
187900	101	4.0297	34
187950	103	4.39806	31
188000	96	5.17708	25
188050	101	3.43564	23
188100	107	4.6729	26
188150	98	4.35714	25
188200	94	3.92553	16
188250	94	4.03191	22
188300	101	3.9505	21
188350	96	4.15625	23
188400	104	4.02885	23
188450	92	4.3587	20
188500	109	3.62385	20
188550	96	3.34375	21
188600	90	4.35556	36
188650	100	3.89	21
188700	102	3.82353	24
188750	101	4.57426	24
188800	111	3.17117	17
188850	96	3.77083	17
188900	94	3.78723	16
188950	99	3.86869	28
189000	107	3.53271	20
189050	98	4.61224	51
189100	95	3.73684	26
189150	98	5.04082	35
189200	107	3.82243	24
189250	101	5.39604	27
189300	85	4.8	22
189350	108	4.83333	26
189400	96	3.69792	25
189450	102	3.96078	23
189500	112	3.44643	24
189550	98	4.35714	15
189600	107	4.71963	26
189650	107	4.06542	28
189700	106	4.18868	20
189750	109	3.2844	16
189800	94	4.31915	20
189850	96	3.26042	14
189900	108	3.78704	23
189950	98	3.53061	22
190000	96	3.90625	25
