generation	Nc
179800	4207
179850	4414
179900	4158
179950	4072
180000	41
180005	48
180010	61
180015	57
180020	130
180025	119
180030	109
180035	109
180040	111
180045	92
180050	123
180100	128
180150	117
180200	122
180250	117
180300	117
180350	107
180400	104
180450	102
180500	126
180550	98
180600	122
180650	120
180700	100
180750	123
180800	110
180850	113
180900	119
180950	121
181000	104
181050	112
181100	104
181150	117
181200	99
181250	117
181300	113
181350	130
181400	105
181450	114
181500	122
181550	140
181600	107
181650	87
181700	100
181750	118
181800	118
181850	115
181900	126
181950	144
182000	117
182050	108
182100	108
182150	113
182200	108
182250	115
182300	108
182350	117
182400	139
182450	110
182500	122
182550	124
182600	114
182650	115
182700	87
182750	94
182800	129
182850	131
182900	128
182950	132
183000	108
183050	117
183100	116
183150	121
183200	116
183250	94
183300	128
183350	111
183400	97
183450	120
183500	112
183550	109
183600	98
183650	105
183700	115
183750	115
183800	119
183850	94
183900	122
183950	119
184000	127
184050	115
184100	99
184150	113
184200	102
184250	123
184300	113
184350	119
184400	114
184450	95
184500	133
184550	117
184600	102
184650	122
184700	109
184750	111
184800	114
184850	117
184900	122
184950	117
185000	117
185050	126
185100	112
185150	112
185200	106
185250	109
185300	116
185350	113
185400	126
185450	125
185500	126
185550	105
185600	96
185650	114
185700	123
185750	110
185800	103
185850	107
185900	104
185950	106
186000	112
186050	114
186100	109
186150	111
186200	124
186250	116
186300	100
186350	108
186400	107
186450	99
186500	133
186550	108
186600	106
186650	98
186700	133
186750	106
186800	103
186850	102
186900	130
186950	104
187000	116
187050	110
187100	117
187150	104
187200	110
187250	128
187300	126
187350	106
187400	114
187450	109
187500	105
187550	106
187600	121
187650	126
187700	116
187750	108
187800	110
187850	126
187900	99
187950	113
188000	115
188050	118
188100	102
188150	108
188200	98
188250	116
188300	97
188350	134
188400	116
188450	125
188500	130
188550	84
188600	114
188650	127
188700	118
188750	124
188800	109
188850	115
188900	129
188950	95
189000	117
189050	112
189100	111
189150	122
189200	102
189250	126
189300	103
189350	122
189400	114
189450	105
189500	108
189550	102
189600	100
189650	100
189700	100
189750	109
189800	92
189850	120
189900	121
189950	109
190000	103
