generation	Nc	average_age	max_age
179800	7526	4.01422	50
179850	7553	4.06329	34
179900	7492	3.97371	39
179950	7500	3.99773	48
180000	93	4.2043	16
180005	108	4	18
180010	96	4.01042	23
180015	92	4.11957	26
180020	104	4.25962	31
180025	103	3.75728	15
180030	104	4.19231	20
180035	102	3.82353	25
180040	96	4.01042	21
180045	94	4.59574	18
180050	91	4.16484	23
180100	101	4.23762	19
180150	88	4.01136	21
180200	110	4.57273	32
180250	108	3.34259	19
180300	93	3.73118	22
180350	100	3.87	32
180400	93	3.44086	26
180450	103	4.19417	25
180500	93	3.78495	20
180550	94	4.25532	31
180600	102	3.2549	17
180650	100	4.65	35
180700	100	3.42	12
180750	108	4.36111	25
180800	97	4.79381	28
180850	104	4.13462	19
180900	102	3.9902	22
180950	98	3.79592	31
181000	98	4.11224	29
181050	93	4.3871	22
181100	102	3.57843	24
181150	102	3.81373	37
181200	101	3.87129	20
181250	81	3.8642	21
181300	93	3.72043	17
181350	91	4.10989	24
181400	91	3.8022	27
181450	97	3.94845	18
181500	99	3.54545	19
181550	100	3.85	21
181600	86	4.11628	18
181650	88	3.94318	18
181700	98	3.81633	17
181750	106	4.32075	14
181800	93	3.63441	24
181850	96	4.70833	29
181900	100	3.87	22
181950	102	3.92157	31
182000	95	3.53684	12
182050	93	3.31183	19
182100	92	4.08696	37
182150	98	3.92857	15
182200	97	4.73196	28
182250	103	4.19417	21
182300	99	3.85859	22
182350	113	4.42478	20
182400	106	3.50943	16
182450	100	4.56	34
182500	92	3.83696	17
182550	93	4.52688	21
182600	89	3.57303	15
182650	105	4.7619	23
182700	100	3.91	25
182750	105	3.60952	31
182800	101	4.37624	32
182850	103	3.98058	28
182900	101	3.81188	26
182950	96	3.34375	24
183000	100	3.87	18
183050	93	4.53763	22
183100	105	4.37143	18
183150	113	4.09735	25
183200	102	4.82353	22
183250	106	4.09434	23
183300	99	4.89899	36
183350	102	4.64706	25
183400	94	3.42553	17
183450	109	3.85321	26
183500	97	3.78351	19
183550	93	4.53763	32
183600	106	3.66981	15
183650	87	3.75862	13
183700	101	3.78218	19
183750	97	3.24742	23
183800	94	3.96809	31
183850	91	3.93407	21
183900	101	4.0495	28
183950	96	3.70833	23
184000	95	3.53684	33
184050	104	4.26923	19
184100	99	4.58586	34
184150	96	3.75	25
184200	97	3.58763	19
184250	113	2.76106	14
184300	95	5.18947	31
184350	107	3.76636	19
184400	107	5.09346	25
184450	108	4.28704	23
184500	103	4.19417	21
184550	106	4.14151	26
184600	100	3.79	22
184650	106	5.17925	35
184700	88	3.81818	41
184750	103	3.94175	17
184800	97	3.82474	22
184850	103	4.36893	28
184900	102	4.88235	30
184950	104	3.53846	17
185000	102	3.84314	27
185050	96	3.89583	17
185100	97	3.95876	18
185150	104	4.40385	26
185200	99	5.50505	31
185250	101	3.74257	22
185300	91	4.32967	27
185350	105	3.55238	18
185400	105	4	28
185450	107	3.75701	15
185500	96	3.86458	24
185550	95	4.10526	67
185600	104	3.83654	24
185650	103	4.09709	18
185700	102	3.7451	25
185750	95	3.63158	19
185800	106	4.37736	26
185850	103	3.94175	17
185900	110	4.01818	25
185950	98	4.45918	23
186000	104	3.78846	18
186050	105	3.85714	21
186100	98	4.36735	29
186150	99	4.91919	24
186200	105	4.09524	29
186250	107	3.94393	21
186300	101	3.88119	43
186350	96	4.25	25
186400	114	4.0614	21
186450	99	3.74747	25
186500	106	4.33962	35
186550	95	4	20
186600	102	4.47059	16
186650	96	4.1875	20
186700	94	4.2234	19
186750	88	4.23864	20
186800	98	4.27551	21
186850	104	3.72115	24
186900	88	4.36364	39
186950	100	3.98	19
187000	91	3.81319	24
187050	118	3.68644	36
187100	100	3.31	19
187150	105	4.21905	23
187200	99	4.57576	22
187250	106	3.83962	20
187300	98	3.72449	23
187350	96	3.8125	24
187400	102	4.7549	30
187450	102	3.73529	18
187500	95	3.78947	23
187550	92	3.77174	27
187600	98	4.29592	25
187650	94	4.51064	25
187700	100	4.46	15
187750	101	4.14851	22
187800	87	3.4023	38
187850	96	4.19792	24
187900	92	4.1087	23
187950	107	4.75701	31
188000	98	3.67347	21
188050	88	3.80682	27
188100	97	3.54639	16
188150	88	3.89773	25
188200	104	3.91346	26
188250	107	3.91589	22
188300	91	3.49451	32
188350	104	3.75962	26
188400	96	3.75	28
188450	102	4.57843	29
188500	100	4.28	18
188550	94	3.76596	20
188600	106	3.84906	27
188650	103	4.45631	24
188700	102	4.54902	20
188750	96	4.14583	19
188800	94	3.54255	18
188850	97	3.39175	20
188900	96	3.67708	23
188950	102	4.46078	33
189000	102	3.85294	15
189050	104	3.86538	17
189100	95	4.13684	17
189150	94	4.43617	19
189200	96	4.39583	19
189250	97	3.34021	19
189300	95	4.30526	17
189350	98	4.7449	23
189400	93	3.2043	17
189450	109	3.52294	25
189500	102	4.63725	20
189550	96	4.9375	24
189600	99	3.64646	37
189650	101	3.64356	16
189700	109	4.66972	22
189750	101	3.77228	22
189800	99	3.76768	27
189850	105	4.49524	33
189900	95	4.02105	22
189950	100	3.86	27
190000	90	4.12222	28
