generation	Nc
179800	4243
179850	4228
179900	4272
179950	4266
180000	67
180005	56
180010	55
180015	60
180020	114
180025	107
180030	95
180035	100
180040	110
180045	101
180050	106
180100	107
180150	129
180200	113
180250	109
180300	108
180350	123
180400	122
180450	86
180500	112
180550	125
180600	102
180650	122
180700	120
180750	113
180800	110
180850	119
180900	124
180950	104
181000	125
181050	115
181100	113
181150	119
181200	115
181250	99
181300	98
181350	105
181400	120
181450	117
181500	116
181550	116
181600	110
181650	98
181700	121
181750	113
181800	104
181850	103
181900	104
181950	126
182000	102
182050	121
182100	99
182150	117
182200	126
182250	111
182300	120
182350	105
182400	109
182450	111
182500	114
182550	101
182600	118
182650	86
182700	117
182750	107
182800	117
182850	97
182900	106
182950	122
183000	123
183050	127
183100	104
183150	110
183200	109
183250	139
183300	120
183350	121
183400	121
183450	109
183500	128
183550	127
183600	109
183650	117
183700	118
183750	106
183800	111
183850	121
183900	123
183950	120
184000	125
184050	117
184100	120
184150	103
184200	126
184250	119
184300	102
184350	111
184400	123
184450	128
184500	120
184550	125
184600	105
184650	92
184700	116
184750	129
184800	110
184850	118
184900	106
184950	104
185000	105
185050	113
185100	115
185150	126
185200	109
185250	105
185300	101
185350	128
185400	141
185450	117
185500	126
185550	103
185600	107
185650	119
185700	113
185750	113
185800	129
185850	111
185900	96
185950	103
186000	97
186050	104
186100	118
186150	114
186200	91
186250	100
186300	102
186350	120
186400	115
186450	120
186500	110
186550	110
186600	106
186650	127
186700	117
186750	89
186800	122
186850	113
186900	119
186950	116
187000	102
187050	133
187100	105
187150	117
187200	114
187250	117
187300	117
187350	116
187400	114
187450	111
187500	98
187550	116
187600	116
187650	126
187700	100
187750	103
187800	112
187850	100
187900	101
187950	107
188000	117
188050	106
188100	102
188150	116
188200	131
188250	110
188300	113
188350	92
188400	92
188450	111
188500	97
188550	108
188600	108
188650	130
188700	131
188750	132
188800	111
188850	108
188900	89
188950	118
189000	102
189050	104
189100	114
189150	107
189200	103
189250	118
189300	116
189350	113
189400	102
189450	124
189500	119
189550	111
189600	125
189650	114
189700	100
189750	129
189800	116
189850	114
189900	125
189950	130
190000	124
