generation	Nc
179800	4138
179850	4258
179900	4289
179950	4286
180000	57
180005	52
180010	63
180015	71
180020	116
180025	115
180030	105
180035	116
180040	117
180045	113
180050	110
180100	109
180150	121
180200	117
180250	105
180300	109
180350	127
180400	116
180450	112
180500	117
180550	137
180600	101
180650	118
180700	139
180750	104
180800	119
180850	116
180900	122
180950	108
181000	110
181050	118
181100	113
181150	128
181200	106
181250	127
181300	136
181350	103
181400	94
181450	119
181500	101
181550	119
181600	110
181650	122
181700	135
181750	117
181800	108
181850	131
181900	103
181950	122
182000	103
182050	94
182100	110
182150	113
182200	110
182250	104
182300	114
182350	105
182400	108
182450	124
182500	112
182550	94
182600	112
182650	123
182700	109
182750	102
182800	117
182850	117
182900	118
182950	102
183000	122
183050	108
183100	99
183150	110
183200	114
183250	120
183300	117
183350	118
183400	115
183450	106
183500	104
183550	117
183600	127
183650	117
183700	131
183750	126
183800	120
183850	127
183900	102
183950	126
184000	146
184050	105
184100	119
184150	119
184200	103
184250	127
184300	128
184350	106
184400	107
184450	124
184500	133
184550	98
184600	113
184650	127
184700	121
184750	110
184800	124
184850	123
184900	109
184950	121
185000	128
185050	106
185100	122
185150	115
185200	112
185250	111
185300	114
185350	123
185400	123
185450	104
185500	121
185550	115
185600	119
185650	119
185700	109
185750	97
185800	113
185850	98
185900	105
185950	119
186000	116
186050	111
186100	117
186150	116
186200	105
186250	108
186300	112
186350	130
186400	122
186450	117
186500	123
186550	120
186600	114
186650	118
186700	113
186750	121
186800	125
186850	110
186900	123
186950	113
187000	100
187050	116
187100	105
187150	115
187200	96
187250	107
187300	116
187350	101
187400	117
187450	113
187500	105
187550	121
187600	112
187650	107
187700	123
187750	120
187800	119
187850	108
187900	99
187950	127
188000	117
188050	100
188100	108
188150	101
188200	112
188250	110
188300	108
188350	103
188400	121
188450	116
188500	113
188550	118
188600	131
188650	122
188700	103
188750	118
188800	104
188850	119
188900	99
188950	105
189000	121
189050	112
189100	112
189150	116
189200	112
189250	123
189300	98
189350	112
189400	116
189450	109
189500	133
189550	103
189600	121
189650	102
189700	111
189750	103
189800	98
189850	103
189900	109
189950	113
190000	132
