generation	Nc
179800	4268
179850	4146
179900	4266
179950	4187
180000	68
180005	59
180010	54
180015	50
180020	93
180025	121
180030	105
180035	101
180040	125
180045	113
180050	112
180100	106
180150	119
180200	122
180250	110
180300	130
180350	92
180400	92
180450	98
180500	124
180550	111
180600	115
180650	97
180700	101
180750	105
180800	126
180850	112
180900	118
180950	124
181000	118
181050	125
181100	108
181150	126
181200	115
181250	99
181300	114
181350	128
181400	119
181450	107
181500	106
181550	120
181600	92
181650	105
181700	107
181750	115
181800	95
181850	109
181900	105
181950	106
182000	97
182050	121
182100	104
182150	132
182200	109
182250	103
182300	112
182350	96
182400	116
182450	107
182500	105
182550	116
182600	110
182650	112
182700	107
182750	104
182800	118
182850	99
182900	125
182950	109
183000	129
183050	129
183100	110
183150	108
183200	121
183250	123
183300	118
183350	103
183400	120
183450	120
183500	118
183550	115
183600	136
183650	123
183700	102
183750	111
183800	100
183850	111
183900	125
183950	122
184000	118
184050	108
184100	109
184150	105
184200	93
184250	113
184300	99
184350	120
184400	89
184450	100
184500	96
184550	92
184600	102
184650	112
184700	98
184750	142
184800	102
184850	123
184900	110
184950	112
185000	114
185050	117
185100	104
185150	109
185200	121
185250	100
185300	115
185350	107
185400	120
185450	117
185500	119
185550	99
185600	105
185650	129
185700	97
185750	110
185800	96
185850	115
185900	112
185950	109
186000	116
186050	120
186100	135
186150	117
186200	110
186250	126
186300	106
186350	127
186400	109
186450	115
186500	100
186550	117
186600	93
186650	107
186700	103
186750	106
186800	130
186850	116
186900	145
186950	118
187000	104
187050	104
187100	120
187150	108
187200	125
187250	129
187300	115
187350	125
187400	116
187450	117
187500	121
187550	102
187600	122
187650	110
187700	111
187750	97
187800	110
187850	109
187900	112
187950	134
188000	113
188050	128
188100	110
188150	111
188200	107
188250	119
188300	127
188350	103
188400	123
188450	96
188500	98
188550	104
188600	121
188650	102
188700	118
188750	111
188800	121
188850	116
188900	94
188950	122
189000	115
189050	118
189100	128
189150	121
189200	121
189250	128
189300	121
189350	102
189400	114
189450	113
189500	118
189550	106
189600	110
189650	111
189700	139
189750	114
189800	85
189850	94
189900	114
189950	117
190000	111
