generation	Nc
179800	4229
179850	4285
179900	4223
179950	4403
180000	63
180005	62
180010	56
180015	68
180020	123
180025	101
180030	96
180035	130
180040	114
180045	132
180050	130
180100	136
180150	135
180200	123
180250	99
180300	120
180350	106
180400	121
180450	108
180500	107
180550	111
180600	115
180650	119
180700	120
180750	117
180800	111
180850	129
180900	99
180950	115
181000	129
181050	109
181100	122
181150	99
181200	113
181250	93
181300	116
181350	111
181400	129
181450	116
181500	120
181550	112
181600	129
181650	115
181700	100
181750	112
181800	125
181850	117
181900	93
181950	119
182000	104
182050	112
182100	111
182150	120
182200	113
182250	99
182300	120
182350	125
182400	94
182450	115
182500	109
182550	113
182600	113
182650	112
182700	115
182750	117
182800	120
182850	112
182900	110
182950	107
183000	120
183050	119
183100	101
183150	113
183200	112
183250	112
183300	108
183350	90
183400	115
183450	114
183500	119
183550	103
183600	87
183650	126
183700	115
183750	111
183800	110
183850	119
183900	109
183950	108
184000	113
184050	123
184100	105
184150	126
184200	104
184250	114
184300	119
184350	126
184400	127
184450	119
184500	107
184550	120
184600	117
184650	121
184700	120
184750	116
184800	120
184850	110
184900	144
184950	124
185000	116
185050	118
185100	122
185150	120
185200	104
185250	120
185300	114
185350	116
185400	92
185450	121
185500	98
185550	124
185600	110
185650	122
185700	111
185750	99
185800	104
185850	98
185900	129
185950	117
186000	106
186050	112
186100	109
186150	103
186200	100
186250	99
186300	112
186350	119
186400	119
186450	106
186500	106
186550	119
186600	120
186650	110
186700	112
186750	131
186800	105
186850	111
186900	111
186950	108
187000	98
187050	124
187100	107
187150	117
187200	118
187250	116
187300	139
187350	109
187400	126
187450	112
187500	122
187550	112
187600	120
187650	117
187700	132
187750	122
187800	105
187850	112
187900	104
187950	100
188000	119
188050	123
188100	116
188150	135
188200	103
188250	109
188300	118
188350	119
188400	106
188450	125
188500	102
188550	123
188600	111
188650	113
188700	130
188750	101
188800	97
188850	121
188900	126
188950	109
189000	105
189050	94
189100	126
189150	107
189200	110
189250	121
189300	109
189350	101
189400	88
189450	141
189500	95
189550	112
189600	105
189650	116
189700	96
189750	114
189800	109
189850	108
189900	119
189950	106
190000	128
