generation	Nc
179800	4288
179850	4229
179900	4195
179950	4162
180000	55
180005	52
180010	48
180015	57
180020	111
180025	106
180030	119
180035	103
180040	119
180045	109
180050	119
180100	119
180150	132
180200	104
180250	101
180300	126
180350	114
180400	133
180450	138
180500	117
180550	116
180600	111
180650	113
180700	127
180750	97
180800	113
180850	125
180900	103
180950	115
181000	105
181050	129
181100	113
181150	117
181200	104
181250	100
181300	109
181350	135
181400	114
181450	110
181500	104
181550	112
181600	110
181650	129
181700	100
181750	112
181800	115
181850	113
181900	98
181950	127
182000	120
182050	105
182100	125
182150	113
182200	121
182250	118
182300	113
182350	107
182400	117
182450	129
182500	106
182550	99
182600	97
182650	116
182700	103
182750	101
182800	138
182850	117
182900	109
182950	108
183000	114
183050	127
183100	123
183150	105
183200	92
183250	98
183300	116
183350	116
183400	123
183450	114
183500	101
183550	102
183600	121
183650	116
183700	125
183750	99
183800	122
183850	99
183900	104
183950	117
184000	120
184050	114
184100	96
184150	122
184200	127
184250	102
184300	124
184350	102
184400	124
184450	128
184500	147
184550	112
184600	115
184650	116
184700	117
184750	115
184800	118
184850	115
184900	124
184950	125
185000	133
185050	121
185100	117
185150	101
185200	116
185250	118
185300	110
185350	111
185400	111
185450	116
185500	99
185550	104
185600	94
185650	95
185700	119
185750	110
185800	117
185850	89
185900	109
185950	118
186000	110
186050	118
186100	116
186150	123
186200	138
186250	110
186300	106
186350	141
186400	124
186450	99
186500	123
186550	102
186600	115
186650	109
186700	114
186750	111
186800	97
186850	125
186900	110
186950	113
187000	111
187050	122
187100	115
187150	118
187200	97
187250	122
187300	123
187350	95
187400	109
187450	113
187500	130
187550	105
187600	116
187650	118
187700	101
187750	131
187800	112
187850	113
187900	104
187950	130
188000	98
188050	103
188100	126
188150	111
188200	115
188250	107
188300	98
188350	125
188400	108
188450	98
188500	120
188550	114
188600	115
188650	116
188700	119
188750	121
188800	113
188850	126
188900	120
188950	96
189000	119
189050	109
189100	113
189150	125
189200	90
189250	119
189300	114
189350	112
189400	115
189450	127
189500	115
189550	109
189600	115
189650	135
189700	116
189750	113
189800	105
189850	109
189900	115
189950	118
190000	123
