generation	Nc
179800	4181
179850	4260
179900	4185
179950	4289
180000	60
180005	62
180010	68
180015	53
180020	123
180025	102
180030	103
180035	115
180040	131
180045	130
180050	109
180100	97
180150	99
180200	99
180250	131
180300	105
180350	97
180400	101
180450	113
180500	115
180550	123
180600	93
180650	120
180700	128
180750	86
180800	118
180850	141
180900	130
180950	131
181000	109
181050	99
181100	124
181150	98
181200	116
181250	121
181300	113
181350	118
181400	98
181450	107
181500	107
181550	103
181600	114
181650	113
181700	109
181750	128
181800	108
181850	106
181900	96
181950	119
182000	120
182050	120
182100	99
182150	109
182200	124
182250	119
182300	105
182350	114
182400	121
182450	126
182500	106
182550	111
182600	98
182650	132
182700	126
182750	95
182800	119
182850	128
182900	124
182950	96
183000	120
183050	125
183100	103
183150	130
183200	107
183250	129
183300	116
183350	104
183400	98
183450	110
183500	111
183550	105
183600	114
183650	132
183700	121
183750	116
183800	117
183850	106
183900	105
183950	118
184000	101
184050	117
184100	113
184150	107
184200	107
184250	132
184300	110
184350	113
184400	107
184450	126
184500	116
184550	112
184600	138
184650	109
184700	91
184750	151
184800	107
184850	117
184900	118
184950	103
185000	110
185050	112
185100	128
185150	110
185200	124
185250	107
185300	101
185350	83
185400	102
185450	113
185500	112
185550	110
185600	110
185650	118
185700	107
185750	112
185800	130
185850	106
185900	103
185950	114
186000	102
186050	115
186100	127
186150	106
186200	125
186250	116
186300	142
186350	131
186400	102
186450	108
186500	95
186550	110
186600	114
186650	125
186700	97
186750	101
186800	127
186850	114
186900	107
186950	123
187000	116
187050	133
187100	92
187150	126
187200	102
187250	104
187300	111
187350	109
187400	119
187450	135
187500	115
187550	126
187600	107
187650	114
187700	96
187750	131
187800	110
187850	106
187900	107
187950	110
188000	115
188050	102
188100	115
188150	107
188200	106
188250	116
188300	110
188350	114
188400	130
188450	108
188500	101
188550	114
188600	112
188650	83
188700	112
188750	94
188800	112
188850	115
188900	136
188950	130
189000	137
189050	117
189100	115
189150	110
189200	119
189250	110
189300	125
189350	114
189400	103
189450	109
189500	125
189550	127
189600	113
189650	100
189700	133
189750	121
189800	99
189850	106
189900	110
189950	93
190000	114
