generation	Nc
179800	4292
179850	4259
179900	4188
179950	4176
180000	58
180005	54
180010	48
180015	49
180020	112
180025	108
180030	117
180035	111
180040	102
180045	127
180050	120
180100	98
180150	119
180200	118
180250	108
180300	108
180350	122
180400	124
180450	136
180500	94
180550	108
180600	109
180650	119
180700	115
180750	109
180800	103
180850	101
180900	112
180950	112
181000	97
181050	107
181100	115
181150	100
181200	95
181250	125
181300	115
181350	105
181400	105
181450	120
181500	121
181550	105
181600	111
181650	102
181700	112
181750	109
181800	103
181850	126
181900	121
181950	117
182000	109
182050	118
182100	115
182150	111
182200	114
182250	113
182300	124
182350	106
182400	88
182450	97
182500	115
182550	132
182600	101
182650	92
182700	118
182750	102
182800	101
182850	114
182900	109
182950	108
183000	100
183050	122
183100	114
183150	130
183200	108
183250	120
183300	108
183350	114
183400	111
183450	119
183500	120
183550	112
183600	110
183650	107
183700	119
183750	117
183800	88
183850	116
183900	126
183950	120
184000	122
184050	104
184100	112
184150	97
184200	122
184250	122
184300	103
184350	111
184400	138
184450	117
184500	130
184550	114
184600	99
184650	103
184700	102
184750	135
184800	110
184850	87
184900	111
184950	124
185000	114
185050	122
185100	106
185150	111
185200	121
185250	115
185300	125
185350	129
185400	128
185450	115
185500	109
185550	120
185600	101
185650	122
185700	109
185750	102
185800	102
185850	96
185900	111
185950	133
186000	108
186050	103
186100	101
186150	124
186200	110
186250	112
186300	131
186350	122
186400	110
186450	116
186500	117
186550	98
186600	105
186650	106
186700	126
186750	134
186800	113
186850	95
186900	116
186950	107
187000	102
187050	102
187100	125
187150	122
187200	118
187250	108
187300	104
187350	115
187400	119
187450	92
187500	112
187550	109
187600	116
187650	100
187700	119
187750	107
187800	107
187850	108
187900	95
187950	129
188000	110
188050	124
188100	112
188150	112
188200	116
188250	100
188300	111
188350	114
188400	121
188450	104
188500	120
188550	126
188600	109
188650	122
188700	116
188750	121
188800	111
188850	108
188900	117
188950	94
189000	103
189050	104
189100	100
189150	122
189200	124
189250	126
189300	94
189350	124
189400	125
189450	129
189500	109
189550	102
189600	112
189650	109
189700	123
189750	118
189800	102
189850	125
189900	115
189950	123
190000	116
