generation	Nc
179800	4256
179850	4257
179900	4274
179950	4247
180000	52
180005	45
180010	64
180015	56
180020	116
180025	115
180030	110
180035	112
180040	110
180045	110
180050	127
180100	127
180150	117
180200	120
180250	131
180300	111
180350	113
180400	108
180450	107
180500	121
180550	108
180600	120
180650	99
180700	91
180750	120
180800	101
180850	112
180900	125
180950	115
181000	120
181050	127
181100	104
181150	122
181200	136
181250	127
181300	105
181350	108
181400	107
181450	110
181500	113
181550	117
181600	115
181650	118
181700	121
181750	115
181800	119
181850	103
181900	108
181950	132
182000	104
182050	111
182100	138
182150	92
182200	122
182250	115
182300	103
182350	114
182400	107
182450	98
182500	117
182550	107
182600	122
182650	112
182700	118
182750	98
182800	128
182850	114
182900	111
182950	125
183000	123
183050	100
183100	96
183150	108
183200	115
183250	111
183300	100
183350	97
183400	120
183450	109
183500	120
183550	99
183600	123
183650	107
183700	137
183750	121
183800	125
183850	123
183900	127
183950	104
184000	107
184050	109
184100	110
184150	102
184200	115
184250	112
184300	106
184350	116
184400	101
184450	125
184500	121
184550	121
184600	127
184650	112
184700	109
184750	110
184800	109
184850	116
184900	110
184950	126
185000	120
185050	102
185100	123
185150	111
185200	120
185250	116
185300	110
185350	106
185400	118
185450	101
185500	109
185550	103
185600	114
185650	106
185700	122
185750	110
185800	119
185850	129
185900	106
185950	100
186000	107
186050	91
186100	105
186150	105
186200	114
186250	113
186300	115
186350	122
186400	113
186450	107
186500	104
186550	109
186600	109
186650	126
186700	106
186750	129
186800	119
186850	124
186900	120
186950	116
187000	122
187050	116
187100	131
187150	108
187200	117
187250	100
187300	123
187350	91
187400	116
187450	118
187500	149
187550	112
187600	119
187650	113
187700	120
187750	143
187800	108
187850	111
187900	105
187950	135
188000	125
188050	139
188100	115
188150	109
188200	94
188250	95
188300	116
188350	113
188400	113
188450	118
188500	111
188550	141
188600	113
188650	116
188700	116
188750	98
188800	114
188850	108
188900	119
188950	117
189000	122
189050	124
189100	100
189150	118
189200	110
189250	117
189300	107
189350	125
189400	114
189450	111
189500	118
189550	110
189600	102
189650	93
189700	106
189750	125
189800	113
189850	114
189900	101
189950	88
190000	115
